sst,u10,hsig,time,latitude,longitude
272.10916,4.541269,1.4525805,1940-01-01 12:00:00,-65.1,-170.1
272.11035,-3.9562492,1.1554713,1940-01-02 12:00:00,-65.1,-170.1
272.11185,-3.605822,2.0972443,1940-01-03 12:00:00,-65.1,-170.1
272.1123,2.5537114,2.6462097,1940-01-04 12:00:00,-65.1,-170.1
272.1133,2.636921,1.7287326,1940-01-05 12:00:00,-65.1,-170.1
272.1145,-1.0114444,1.3947167,1940-01-06 12:00:00,-65.1,-170.1
272.11496,-9.481903,2.1478753,1940-01-07 12:00:00,-65.1,-170.1
272.11646,-7.8380075,2.8941715,1940-01-08 12:00:00,-65.1,-170.1
272.1177,2.5848303,2.0238013,1940-01-09 12:00:00,-65.1,-170.1
272.11816,-2.23388,1.4596281,1940-01-10 12:00:00,-65.1,-170.1
272.11966,-7.6167912,1.8537335,1940-01-11 12:00:00,-65.1,-170.1
272.11966,-0.9471768,2.760825,1940-01-12 12:00:00,-65.1,-170.1
272.12085,8.912136,2.342424,1940-01-13 12:00:00,-65.1,-170.1
272.1216,12.798629,3.798481,1940-01-14 12:00:00,-65.1,-170.1
272.12186,-2.137817,2.235969,1940-01-15 12:00:00,-65.1,-170.1
272.1223,-3.7485638,1.7960548,1940-01-16 12:00:00,-65.1,-170.1
272.1238,-3.238483,2.1729126,1940-01-17 12:00:00,-65.1,-170.1
272.1465,6.1858406,2.2237287,1940-01-18 12:00:00,-65.1,-170.1
272.16922,6.5274734,2.3255472,1940-01-19 12:00:00,-65.1,-170.1
272.19168,-0.2442931,2.7491407,1940-01-20 12:00:00,-65.1,-170.1
272.2212,0.27864146,2.6052227,1940-01-21 12:00:00,-65.1,-170.1
